,trainidx,testidx,validx,nfidx
13957,mp-12956,,,
13958,mp-2074,,,
13959,mp-862553,,,
13960,mp-557035,,,
13961,mp-1069193,,,
13962,mp-1215256,,,
13963,mp-27454,,,
13964,mp-1080664,,,
13965,mp-1187923,,,
13966,mp-973948,,,
13967,mp-1191906,,,
13968,mp-1200772,,,
13969,mp-567657,,,
13970,mp-1187693,,,
13971,mp-27753,,,
13972,mp-3591,,,
13973,mp-625397,,,
13974,mp-1018177,,,
13975,mp-10966,,,
13976,mp-979933,,,
13977,mp-1218150,,,
13978,mp-29977,,,
13979,mp-1221436,,,
13980,mp-1080791,,,
13981,mp-29979,,,
13982,mp-31495,,,
13983,mp-1008867,,,
13984,mp-7923,,,
13985,mp-1069801,,,
13986,mp-571509,,,
13987,mp-867920,,,
13988,mp-12543,,,
13989,mp-1102036,,,
13990,mp-1186451,,,
13991,mp-1187005,,,
13992,mp-3627,,,
13993,mp-2232,,,
13994,mp-1025489,,,
13995,mp-546292,,,
13996,mp-1217124,,,
13997,mp-5848,,,
13998,mp-556498,,,
13999,mp-1183481,,,
14000,mp-608031,,,
14001,mp-14099,,,
14002,mp-1379,,,
14003,mp-1183083,,,
14004,mp-34185,,,
14005,mp-16514,,,
14006,mp-1220320,,,
14007,mp-6384,,,
14008,mp-31209,,,
14009,mp-28588,,,
14010,mp-22688,,,
14011,mp-567271,,,
14012,mp-38916,,,
14013,mp-24294,,,
14014,mp-550679,,,
14015,mp-1183043,,,
14016,mp-1226682,,,
14017,mp-9596,,,
14018,mp-980062,,,
14019,mp-1079120,,,
14020,mp-866617,,,
14021,mp-18502,,,
14022,mp-555218,,,
14023,mp-510637,,,
14024,mp-20696,,,
14025,mp-1215979,,,
14026,mp-1206991,,,
14027,mvc-605,,,
14028,mp-21455,,,
14029,mp-3307,,,
14030,mp-11984,,,
14031,mp-20054,,,
14032,mp-37430,,,
14033,mp-569442,,,
14034,mp-30347,,,
14035,mp-10110,,,
14036,mp-15845,,,
14037,mp-22367,,,
14038,mp-975359,,,
14039,mp-705486,,,
14040,mp-20661,,,
14041,mp-1183937,,,
14042,mp-23324,,,
14043,mp-4852,,,
14044,mp-14963,,,
14045,mp-1017531,,,
14046,mp-1009459,,,
14047,mp-1105141,,,
14048,mp-865502,,,
14049,mp-10418,,,
14050,mp-1105189,,,
14051,mp-13194,,,
14052,mp-5748,,,
14053,mp-1102945,,,
14054,mp-698424,,,
14055,mp-1198624,,,
14056,mp-1095611,,,
14057,mp-1103031,,,
14058,mp-4117,,,
14059,mp-555207,,,
14060,mp-2019,,,
14061,mp-2892,,,
14062,mp-1181356,,,
14063,mp-510452,,,
14064,mp-778114,,,
14065,mp-1206045,,,
14066,mp-971632,,,
14067,mp-551243,,,
14068,mp-568974,,,
14069,mp-1080067,,,
14070,mp-558219,,,
14071,mp-4374,,,
14072,mp-1025275,,,
14073,mp-568036,,,
14074,mp-7720,,,
14075,mp-1226108,,,
14076,mp-542019,,,
14077,mp-1191568,,,
14078,mp-1079673,,,
14079,mp-571457,,,
14080,mp-982384,,,
14081,mp-1101890,,,
14082,mp-28630,,,
14083,mp-696528,,,
14084,mp-1102160,,,
14085,mp-1182102,,,
14086,mp-866140,,,
14087,mp-557371,,,
14088,mp-1179567,,,
14089,mp-809,,,
14090,mp-2493,,,
14091,mp-1184565,,,
14092,mp-862855,,,
14093,mp-1189327,,,
14094,mp-760084,,,
14095,mp-1080121,,,
14096,mp-607848,,,
14097,mp-1079671,,,
14098,mp-1187048,,,
14099,mp-989388,,,
14100,mp-6494,,,
14101,mp-1190790,,,
14102,mp-1025361,,,
14103,mp-865362,,,
14104,mp-675620,,,
14105,mp-1186791,,,
14106,mp-541823,,,
14107,mp-865740,,,
14108,mp-5944,,,
14109,mp-1306,,,
14110,mp-568671,,,
14111,mp-1184251,,,
14112,mp-865641,,,
14113,mp-1077381,,,
14114,mp-16433,,,
14115,mp-1027780,,,
14116,mp-22233,,,
14117,mp-1080094,,,
14118,mp-15902,,,
14119,mp-975913,,,
14120,mp-23184,,,
14121,mp-1207203,,,
14122,mp-21295,,,
14123,mp-22019,,,
14124,mp-6300,,,
14125,mp-1191149,,,
14126,mp-556233,,,
14127,mp-5050,,,
14128,mp-1218042,,,
14129,mp-862260,,,
14130,mp-1215987,,,
14131,mp-1183902,,,
14132,mp-1147566,,,
14133,mp-1186879,,,
14134,mp-696283,,,
14135,mp-1079180,,,
14136,mp-570173,,,
14137,mp-22004,,,
14138,mp-1223990,,,
14139,mp-31314,,,
14140,mp-1102613,,,
14141,mp-707135,,,
14142,mp-1220057,,,
14143,mp-1087513,,,
14144,mp-999542,,,
14145,mp-1217923,,,
14146,mp-600232,,,
14147,mp-556097,,,
14148,mp-1192472,,,
14149,mp-1027269,,,
14150,mp-961687,,,
14151,mp-864742,,,
14152,mp-1216650,,,
14153,mp-1187202,,,
14154,mp-1095167,,,
14155,mp-579677,,,
14156,mp-1221036,,,
14157,mp-635426,,,
14158,mp-989580,,,
14159,mp-999287,,,
14160,mp-7,,,
14161,mp-555997,,,
14162,mp-1080835,,,
14163,mp-1225694,,,
14164,mp-1105580,,,
14165,mp-20078,,,
14166,mp-571491,,,
14167,mp-675987,,,
14168,mp-1187983,,,
14169,mp-2252,,,
14170,mp-1220339,,,
14171,mp-4609,,,
14172,mp-20737,,,
14173,mp-1080718,,,
14174,mp-11469,,,
14175,mp-675563,,,
14176,mp-985059,,,
14177,mp-1216698,,,
14178,mp-23505,,,
14179,mp-555150,,,
14180,mp-1187704,,,
14181,mp-1186644,,,
14182,mp-569911,,,
14183,mp-6179,,,
14184,mp-1102018,,,
14185,mp-14276,,,
14186,mp-1193272,,,
14187,mp-1188960,,,
14188,mp-1226617,,,
14189,mp-13949,,,
14190,mp-867501,,,
14191,mp-1184661,,,
14192,mp-1183344,,,
14193,mp-1069139,,,
14194,mp-1113457,,,
14195,mp-1190648,,,
14196,mp-18583,,,
14197,mp-21288,,,
14198,mp-1205409,,,
14199,mp-20676,,,
14200,mp-1205355,,,
14201,mp-1206178,,,
14202,mp-973396,,,
14203,mp-6074,,,
14204,mp-1077263,,,
14205,mp-974972,,,
14206,mp-1183273,,,
14207,mp-540813,,,
14208,mp-22875,,,
14209,mp-1179530,,,
14210,mp-1207019,,,
14211,mp-1184037,,,
14212,mp-1078859,,,
14213,mp-8188,,,
14214,mp-28201,,,
14215,mp-643895,,,
14216,mp-23350,,,
14217,mp-1002209,,,
14218,mp-643384,,,
14219,mp-554083,,,
14220,mp-20373,,,
14221,mp-1104165,,,
14222,mp-570325,,,
14223,mp-10849,,,
14224,mp-28100,,,
14225,mp-9783,,,
14226,mp-1079507,,,
14227,mp-510691,,,
14228,mp-10547,,,
14229,mp-558713,,,
14230,mp-540574,,,
14231,mp-30041,,,
14232,mp-1111051,,,
14233,mp-1220244,,,
14234,mp-554817,,,
14235,mp-1103293,,,
14236,mp-975509,,,
14237,mp-1069706,,,
14238,mp-974734,,,
14239,mp-20123,,,
14240,mp-1018178,,,
14241,mp-557031,,,
14242,mp-1189627,,,
14243,mp-12463,,,
14244,mp-22537,,,
14245,mp-1227457,,,
14246,mp-1229046,,,
14247,mp-42089,,,
14248,mp-1009819,,,
14249,mp-1206032,,,
14250,mp-1105746,,,
14251,mp-12003,,,
14252,mp-625054,,,
14253,mp-974882,,,
14254,mp-2677,,,
14255,mp-979260,,,
14256,mp-23979,,,
14257,mp-1070857,,,
14258,mp-7735,,,
14259,mp-1194318,,,
14260,mp-10895,,,
14261,mp-505544,,,
14262,mp-3291,,,
14263,mp-1080135,,,
14264,mp-1206707,,,
14265,mp-981247,,,
14266,mp-1063388,,,
14267,mp-30302,,,
14268,mp-24064,,,
14269,mp-961658,,,
14270,mp-1184826,,,
14271,mp-754848,,,
14272,mp-555888,,,
14273,mp-556146,,,
14274,mp-1186801,,,
14275,mp-15214,,,
14276,mp-17100,,,
14277,mp-1220641,,,
14278,mp-983539,,,
14279,mp-630019,,,
14280,mp-1228487,,,
14281,mp-4187,,,
14282,mp-56,,,
14283,mp-1078514,,,
14284,mp-16516,,,
14285,mp-1225226,,,
14286,mp-862903,,,
14287,mp-1184500,,,
14288,mp-865999,,,
14289,mp-21,,,
14290,mp-570858,,,
14291,mp-558273,,,
14292,mp-8924,,,
14293,mp-558237,,,
14294,mp-5051,,,
14295,mp-28153,,,
14296,mp-1205402,,,
14297,mp-2967,,,
14298,mp-1080133,,,
14299,mp-27616,,,
14300,mp-22749,,,
14301,mp-1194039,,,
14302,mp-17383,,,
14303,mp-1025919,,,
14304,mp-984718,,,
14305,mp-32787,,,
14306,mp-1025446,,,
14307,mp-1018676,,,
14308,mp-559826,,,
14309,mp-961693,,,
14310,mp-754040,,,
14311,mp-1619,,,
14312,mp-1183256,,,
14313,mp-1227316,,,
14314,mp-1191830,,,
14315,mp-977200,,,
14316,mp-864637,,,
14317,mp-1018686,,,
14318,mp-631355,,,
14319,mp-3871,,,
14320,mp-1077985,,,
14321,mp-6389,,,
14322,mp-7947,,,
14323,mp-2955,,,
14324,mp-1024969,,,
14325,mp-1183685,,,
14326,mp-3996,,,
14327,mp-1190707,,,
14328,mp-190,,,
14329,mp-754834,,,
14330,mp-1291,,,
14331,mp-865894,,,
14332,mp-1206592,,,
14333,mp-18667,,,
14334,mp-21012,,,
14335,mp-1185139,,,
14336,mp-631541,,,
14337,mp-623012,,,
14338,mp-569661,,,
14339,mp-1190620,,,
14340,mp-27502,,,
14341,mp-569678,,,
14342,mp-973529,,,
14343,mp-22939,,,
14344,mp-110,,,
14345,mp-10651,,,
14346,mp-567513,,,
14347,mp-1183618,,,
14348,mp-1218077,,,
14349,mp-22742,,,
14350,mp-28843,,,
14351,mp-862986,,,
14352,mp-1227356,,,
14353,mp-1196946,,,
14354,mp-1212688,,,
14355,mp-14190,,,
14356,mp-979465,,,
14357,mp-1008677,,,
14358,mp-1187445,,,
14359,mp-19865,,,
14360,mp-20610,,,
14361,mp-7173,,,
14362,mp-1217442,,,
14363,mp-849260,,,
14364,mp-1111888,,,
14365,mp-22864,,,
14366,mp-1225047,,,
14367,mp-865015,,,
14368,mp-23405,,,
14369,mp-554310,,,
14370,mp-862732,,,
14371,mp-20979,,,
14372,mp-1219065,,,
14373,mp-12904,,,
14374,mp-10094,,,
14375,mp-1187934,,,
14376,mp-528,,,
14377,mp-11301,,,
14378,mp-1001918,,,
14379,mp-865949,,,
14380,mp-30427,,,
14381,mp-22991,,,
14382,mp-1058159,,,
14383,mp-1009539,,,
14384,mp-1183961,,,
14385,mp-721876,,,
14386,mp-20885,,,
14387,mp-573658,,,
14388,mp-14092,,,
14389,mp-23425,,,
14390,mp-1218912,,,
14391,mp-1018694,,,
14392,mp-1183700,,,
14393,mp-23918,,,
14394,mp-3379,,,
14395,mp-27864,,,
14396,mp-1113,,,
14397,mp-2378,,,
14398,mp-557017,,,
14399,mp-550081,,,
14400,mp-768149,,,
14401,mp-571275,,,
14402,mp-24084,,,
14403,mp-15671,,,
14404,mp-978975,,,
14405,mp-179,,,
14406,mp-21475,,,
14407,mp-9413,,,
14408,mp-553082,,,
14409,mp-396,,,
14410,mp-21573,,,
14411,mp-18468,,,
14412,mp-3273,,,
14413,mp-1216449,,,
14414,mp-1091396,,,
14415,mp-1102413,,,
14416,mp-998890,,,
14417,mp-1069604,,,
14418,mp-1223784,,,
14419,mp-7906,,,
14420,mp-1225518,,,
14421,mp-1183367,,,
14422,mp-1183460,,,
14423,mp-1219730,,,
14424,mp-30580,,,
14425,mp-1028764,,,
14426,mp-1221625,,,
14427,mp-982246,,,
14428,mp-21276,,,
14429,mp-11252,,,
14430,mp-570397,,,
14431,mp-1186341,,,
14432,mp-1187736,,,
14433,mp-22184,,,
14434,mp-22460,,,
14435,mp-23569,,,
14436,mp-1104605,,,
14437,mp-1205603,,,
14438,mp-1084770,,,
14439,mp-1206988,,,
14440,mp-1094140,,,
14441,mp-558891,,,
14442,mp-15780,,,
14443,mp-1191472,,,
14444,mp-1206667,,,
14445,mp-7645,,,
14446,mp-1228901,,,
14447,mp-4106,,,
14448,mp-22893,,,
14449,mp-1008786,,,
14450,mp-1206646,,,
14451,mp-24424,,,
14452,mp-10878,,,
14453,mp-1105706,,,
14454,mp-1217115,,,
14455,mp-30707,,,
14456,mp-9815,,,
14457,mp-3191,,,
14458,mp-625455,,,
14459,mp-1183493,,,
14460,mp-1185997,,,
14461,mp-548609,,,
14462,mp-1186111,,,
14463,mp-1215942,,,
14464,mp-7785,,,
14465,mp-1080560,,,
14466,mp-864675,,,
14467,mp-13399,,,
14468,mp-626755,,,
14469,mp-1192814,,,
14470,mp-1078707,,,
14471,mp-30373,,,
14472,mp-865902,,,
14473,mp-567856,,,
14474,mp-1920,,,
14475,mp-680577,,,
14476,mp-1120770,,,
14477,mp-643759,,,
14478,mp-570119,,,
14479,mp-690653,,,
14480,mp-1224336,,,
14481,mp-1095161,,,
14482,mp-1183177,,,
14483,mp-755804,,,
14484,mp-555609,,,
14485,mp-1187017,,,
14486,mp-1218377,,,
14487,mp-997106,,,
14488,mp-1226839,,,
14489,mp-4404,,,
14490,mp-23012,,,
14491,mp-1219555,,,
14492,mp-862852,,,
14493,mp-1080722,,,
14494,mp-20345,,,
14495,mp-1013709,,,
14496,mp-642279,,,
14497,mp-560333,,,
14498,mp-1078108,,,
14499,mp-755132,,,
14500,mp-1184346,,,
14501,mp-12829,,,
14502,mp-982663,,,
14503,mp-1186826,,,
14504,mp-1216711,,,
14505,mp-557580,,,
14506,mp-977054,,,
14507,mp-1193841,,,
14508,mp-1021503,,,
14509,mp-867202,,,
14510,mp-30973,,,
14511,mp-1192751,,,
14512,mp-21032,,,
14513,mp-1190044,,,
14514,mp-24340,,,
14515,mp-16237,,,
14516,mp-1025360,,,
14517,mp-1016851,,,
14518,mp-555911,,,
14519,mp-1186066,,,
14520,mp-554699,,,
14521,mp-1215366,,,
14522,mp-1023918,,,
14523,mp-1009755,,,
14524,mp-1183038,,,
14525,mp-1225507,,,
14526,mp-1078831,,,
14527,mp-1191559,,,
14528,mp-510075,,,
14529,mp-29427,,,
14530,mp-1186639,,,
14531,mp-1186104,,,
14532,mp-757727,,,
14533,mp-1077133,,,
14534,mp-1076706,,,
14535,mp-557537,,,
14536,mp-866214,,,
14537,mp-541854,,,
14538,mp-1215294,,,
14539,mp-1023933,,,
14540,mp-20152,,,
14541,mp-972241,,,
14542,mp-23011,,,
14543,mp-1029074,,,
14544,mp-983388,,,
14545,mp-621945,,,
14546,mp-850032,,,
14547,mp-555857,,,
14548,mp-7105,,,
14549,mp-1008501,,,
14550,mp-8961,,,
14551,mp-13019,,,
14552,mp-571445,,,
14553,mp-1025834,,,
14554,mp-13685,,,
14555,mp-1106180,,,
14556,mp-1184533,,,
14557,mp-3296,,,
14558,mp-561384,,,
14559,mp-1192544,,,
14560,mp-1018030,,,
14561,mp-855,,,
14562,mp-567989,,,
14563,mp-24338,,,
14564,mp-560602,,,
14565,mp-9549,,,
14566,mp-2318,,,
14567,mp-16371,,,
14568,mp-1223822,,,
14569,mp-1106263,,,
14570,mp-1068447,,,
14571,mp-8048,,,
14572,mp-571197,,,
14573,mp-1008762,,,
14574,mp-630372,,,
14575,mp-768203,,,
14576,mp-1016884,,,
14577,mp-21161,,,
14578,mp-19926,,,
14579,mp-1226666,,,
14580,mp-1400,,,
14581,mp-971914,,,
14582,mp-637292,,,
14583,mp-1077494,,,
14584,mp-1095180,,,
14585,mp-23143,,,
14586,mp-22534,,,
14587,mp-569508,,,
14588,mp-1077379,,,
14589,mp-6694,,,
14590,mp-1079429,,,
14591,mp-1111088,,,
14592,mp-28537,,,
14593,mp-755875,,,
14594,mp-1190423,,,
14595,mp-541558,,,
14596,mp-973174,,,
14597,mp-1183757,,,
14598,mp-5519,,,
14599,mp-672675,,,
14600,mp-13068,,,
14601,mp-1206166,,,
14602,mp-20414,,,
14603,mp-8003,,,
14604,mp-865553,,,
14605,mp-1207169,,,
14606,mp-21854,,,
14607,mvc-16788,,,
14608,mp-696752,,,
14609,mp-1205875,,,
14610,mp-1024975,,,
14611,mp-543036,,,
14612,mp-27339,,,
14613,mp-1078557,,,
14614,mp-1027646,,,
14615,mp-976724,,,
14616,mp-10948,,,
14617,mp-989404,,,
14618,mp-558576,,,
14619,mp-982510,,,
14620,mp-607126,,,
14621,mp-1183779,,,
14622,mp-1627,,,
14623,mp-10990,,,
14624,mp-1078856,,,
14625,mp-11987,,,
14626,mp-669304,,,
14627,mp-696290,,,
14628,mp-669359,,,
14629,mp-1424,,,
14630,mp-1181126,,,
14631,mp-1079239,,,
14632,mp-2034,,,
14633,mp-4824,,,
14634,mp-17043,,,
14635,mp-14235,,,
14636,mp-18385,,,
14637,mp-30299,,,
14638,mp-17715,,,
14639,mp-28813,,,
14640,mp-1080733,,,
14641,mp-758329,,,
14642,mp-3317,,,
14643,mp-29139,,,
14644,mp-1215546,,,
14645,mp-1104180,,,
14646,mp-570777,,,
14647,mp-631569,,,
14648,mp-865561,,,
14649,mp-15237,,,
14650,mp-7350,,,
14651,mp-1080782,,,
14652,mp-867891,,,
14653,mp-1193308,,,
14654,mp-1185163,,,
14655,mp-12355,,,
14656,mp-865970,,,
14657,mvc-11686,,,
14658,mp-1120727,,,
14659,mp-129,,,
14660,mp-1113579,,,
14661,mp-625082,,,
14662,mp-28636,,,
14663,mp-1228893,,,
14664,mp-20859,,,
14665,mp-22573,,,
14666,mp-15316,,,
14667,mp-1193929,,,
14668,mp-1187016,,,
14669,mp-1226721,,,
14670,mp-1193285,,,
14671,mp-7819,,,
14672,mp-30727,,,
14673,mp-539,,,
14674,mp-1106056,,,
14675,mp-7787,,,
14676,mp-1216430,,,
14677,mp-625941,,,
14678,mp-12626,,,
14679,mp-980057,,,
14680,mp-1078684,,,
14681,mp-1218336,,,
14682,mp-760,,,
14683,mp-1191730,,,
14684,mp-1079701,,,
14685,mp-27863,,,
14686,mp-12027,,,
14687,mp-21296,,,
14688,mp-849078,,,
14689,mp-1221590,,,
14690,mp-622628,,,
14691,mp-1217320,,,
14692,mp-1106274,,,
14693,mp-20907,,,
14694,mp-541877,,,
14695,mp-541622,,,
14696,mp-37741,,,
14697,mp-867918,,,
14698,mp-5739,,,
14699,mp-961711,,,
14700,mp-2418,,,
14701,mp-555313,,,
14702,mp-571188,,,
14703,mp-21122,,,
14704,mp-755107,,,
14705,mp-626264,,,
14706,mp-1102476,,,
14707,mp-973528,,,
14708,mp-1187509,,,
14709,mp-999135,,,
14710,mp-1666,,,
14711,mp-12523,,,
14712,mp-7466,,,
14713,mp-16526,,,
14714,mp-989547,,,
14715,mp-1207101,,,
14716,mp-8310,,,
14717,mp-8396,,,
14718,mp-1068164,,,
14719,mp-1215907,,,
14720,mp-1182029,,,
14721,mp-19983,,,
14722,mp-603327,,,
14723,mp-1184997,,,
14724,mp-17598,,,
14725,mp-10092,,,
14726,mp-1206135,,,
14727,mp-981377,,,
14728,mp-631255,,,
14729,mp-8871,,,
14730,mp-19797,,,
14731,mp-1183795,,,
14732,mp-754850,,,
14733,mp-980947,,,
14734,mp-1018070,,,
14735,mp-2929,,,
14736,mp-1173559,,,
14737,mp-978967,,,
14738,mp-557830,,,
14739,mp-753318,,,
14740,mp-13470,,,
14741,mp-315,,,
14742,mp-1191706,,,
14743,mp-1076928,,,
14744,mp-1018022,,,
14745,mp-755368,,,
14746,mp-20785,,,
14747,mp-6644,,,
14748,mp-1104285,,,
14749,mp-637582,,,
14750,mp-9568,,,
14751,mp-754964,,,
14752,mp-1187930,,,
14753,mp-1193724,,,
14754,mp-1226006,,,
14755,mp-1029921,,,
14756,mp-28220,,,
14757,mp-5223,,,
14758,mp-1187484,,,
14759,mp-570747,,,
14760,mp-1216610,,,
14761,mp-1186290,,,
14762,mp-2437,,,
14763,mp-1190671,,,
14764,mp-23996,,,
14765,mp-760401,,,
14766,mp-31179,,,
14767,mp-1224034,,,
14768,mp-1095575,,,
14769,mp-1215580,,,
14770,mp-569204,,,
14771,mp-1206717,,,
14772,mp-601817,,,
14773,mp-22666,,,
14774,mp-13450,,,
14775,mp-16319,,,
14776,mp-1187363,,,
14777,mp-626421,,,
14778,mp-1186058,,,
14779,mp-1219243,,,
14780,mp-607004,,,
14781,mp-28075,,,
14782,mp-1186164,,,
14783,mp-1216616,,,
14784,mp-1086664,,,
14785,mp-1181055,,,
14786,mp-1186107,,,
14787,mp-1206704,,,
14788,mp-23587,,,
14789,mp-28196,,,
14790,mp-1102558,,,
14791,mp-20744,,,
14792,mp-27418,,,
14793,mp-974335,,,
14794,mp-5901,,,
14795,mp-2584,,,
14796,mp-571134,,,
14797,mp-22667,,,
14798,mp-559616,,,
14799,mp-643246,,,
14800,mp-772942,,,
14801,mp-11555,,,
14802,mp-1206777,,,
14803,mp-989626,,,
14804,mp-1181662,,,
14805,mp-1185172,,,
14806,mp-772781,,,
14807,mp-29515,,,
14808,mp-1183073,,,
14809,mp-1229092,,,
14810,mp-1187390,,,
14811,mp-21866,,,
14812,mp-1190334,,,
14813,mp-1184844,,,
14814,mp-13236,,,
14815,mp-7929,,,
14816,mp-561102,,,
14817,mp-5313,,,
14818,mp-22318,,,
14819,mp-23095,,,
14820,mp-1227660,,,
14821,mp-1186755,,,
14822,mp-759560,,,
14823,mp-1187508,,,
14824,mp-13067,,,
14825,mp-24041,,,
14826,mp-1221567,,,
14827,mp-1878,,,
14828,mp-582142,,,
14829,mp-1193866,,,
14830,mp-21092,,,
14831,mp-8435,,,
14832,mp-568820,,,
14833,mp-1078666,,,
14834,mp-541487,,,
14835,mp-1226754,,,
14836,mp-1215187,,,
14837,mp-1186652,,,
14838,mp-562248,,,
14839,mp-571006,,,
14840,mp-1218915,,,
14841,mp-2154,,,
14842,mp-865030,,,
14843,mp-1112013,,,
14844,mp-6219,,,
14845,mp-977372,,,
14846,mp-2310,,,
14847,mp-1205718,,,
14848,mp-567747,,,
14849,mp-975204,,,
14850,mp-634859,,,
14851,mp-1105984,,,
14852,mp-623044,,,
14853,mp-10891,,,
14854,mp-976185,,,
14855,mp-1111763,,,
14856,mp-1190904,,,
14857,mp-12838,,,
14858,mp-3529,,,
14859,mp-571453,,,
14860,mp-1189488,,,
14861,mp-2119,,,
14862,mp-972046,,,
14863,mp-625915,,,
14864,mp-1186540,,,
14865,mp-1226559,,,
14866,mp-983594,,,
14867,mp-1224311,,,
14868,mp-1216691,,,
14869,mp-1103631,,,
14870,mp-979981,,,
14871,mp-2008,,,
14872,mp-12108,,,
14873,mp-1215694,,,
14874,mp-862979,,,
14875,mp-541977,,,
14876,mp-541611,,,
14877,mp-642803,,,
14878,mp-15323,,,
14879,mp-555552,,,
14880,mp-1113875,,,
14881,mp-569114,,,
14882,mp-555516,,,
14883,mp-669387,,,
14884,mp-999265,,,
14885,mp-1111520,,,
14886,mp-558637,,,
14887,mp-567846,,,
14888,mp-5076,,,
14889,mp-972752,,,
14890,mp-556582,,,
14891,mp-979282,,,
14892,mp-1599,,,
14893,mp-862884,,,
14894,mp-1186087,,,
14895,mp-4264,,,
14896,mp-557351,,,
14897,mp-16559,,,
14898,mp-644246,,,
14899,mp-752785,,,
14900,mp-1076977,,,
14901,mp-567545,,,
14902,mp-1102179,,,
14903,mp-1225335,,,
14904,mp-861953,,,
14905,mp-18595,,,
14906,mp-1252066,,,
14907,mp-1106080,,,
14908,mp-557592,,,
14909,mp-5756,,,
14910,mp-22924,,,
14911,mp-31045,,,
14912,mp-1018738,,,
14913,mp-776418,,,
14914,mp-569158,,,
14915,mp-1193601,,,
14916,mp-1221890,,,
14917,mvc-1081,,,
14918,mp-1186944,,,
14919,mp-8322,,,
14920,mp-1096994,,,
14921,mp-1509,,,
14922,mp-1019258,,,
14923,mp-21497,,,
14924,mp-4253,,,
14925,mp-9581,,,
14926,mp-1225205,,,
14927,mp-1217526,,,
14928,mp-985443,,,
14929,mp-864998,,,
14930,mp-866187,,,
14931,mp-1217680,,,
14932,mp-1206355,,,
14933,mp-1214161,,,
14934,mp-1221842,,,
14935,mp-8573,,,
14936,mp-3879,,,
14937,mp-510028,,,
14938,mp-1078541,,,
14939,mp-1219049,,,
14940,mp-1025390,,,
14941,mp-1184139,,,
14942,mp-34486,,,
14943,mp-1009086,,,
14944,mp-19880,,,
14945,mp-680152,,,
14946,mp-8716,,,
14947,mp-1095397,,,
14948,mp-1105643,,,
14949,mp-3769,,,
14950,mp-1104413,,,
14951,mp-7317,,,
14952,mp-1094261,,,
14953,mp-1191195,,,
14954,mp-1061865,,,
14955,mp-29815,,,
14956,mp-24285,,,
14957,mp-865258,,,
14958,mp-1079023,,,
14959,mp-1206427,,,
14960,mp-1190232,,,
14961,mp-865993,,,
14962,mp-13579,,,
14963,mp-542403,,,
14964,mp-570223,,,
14965,mp-1216860,,,
14966,mp-559747,,,
14967,mp-14734,,,
14968,mp-9374,,,
14969,mp-23332,,,
14970,mp-31430,,,
14971,mp-1216375,,,
14972,mp-20578,,,
14973,mp-258,,,
14974,mp-1186856,,,
14975,mp-510401,,,
14976,mp-1183947,,,
14977,mp-1079758,,,
14978,mp-1103650,,,
14979,mp-1232323,,,
14980,mp-569715,,,
14981,mp-862287,,,
14982,mp-1079211,,,
14983,mp-1087474,,,
14984,mp-5537,,,
14985,mp-1187910,,,
14986,mp-22159,,,
14987,mp-1101269,,,
14988,mp-1102520,,,
14989,mp-14635,,,
14990,mp-19957,,,
14991,mp-867836,,,
14992,mp-1194240,,,
14993,mp-1874,,,
14994,mp-10608,,,
14995,mp-556411,,,
14996,mp-4366,,,
14997,mp-1184170,,,
14998,mp-1183462,,,
14999,mp-3325,,,
15000,mp-1196250,,,
15001,mp-8085,,,
15002,mp-1219227,,,
15003,mp-4808,,,
15004,mp-561134,,,
15005,mp-1095594,,,
15006,mp-568066,,,
15007,mp-19871,,,
15008,mp-1181450,,,
15009,mvc-7244,,,
15010,mp-1192039,,,
15011,mp-1189354,,,
15012,mp-1070580,,,
15013,mp-2458,,,
15014,mp-569415,,,
15015,mp-1215458,,,
15016,mp-610530,,,
15017,mp-10862,,,
15018,mp-1222982,,,
15019,mp-13872,,,
15020,mp-1025377,,,
15021,mp-1192206,,,
15022,mp-8075,,,
15023,mp-1562,,,
15024,mp-1225441,,,
15025,mp-30579,,,
15026,mp-1161,,,
15027,mp-867895,,,
15028,mp-16305,,,
15029,mp-12602,,,
15030,mp-1223308,,,
15031,mp-21269,,,
15032,mp-697180,,,
15033,mp-19944,,,
15034,mp-9517,,,
15035,mp-1228405,,,
15036,mp-1194443,,,
15037,mp-16494,,,
15038,mp-1025438,,,
15039,mp-1193575,,,
15040,mp-556345,,,
15041,mp-1018018,,,
15042,mp-616501,,,
15043,mp-755891,,,
15044,mp-542676,,,
15045,mp-1079159,,,
15046,mp-1183290,,,
15047,mp-1079096,,,
15048,mp-1079262,,,
15049,mp-28753,,,
15050,mp-1223861,,,
15051,mp-866516,,,
15052,mp-540586,,,
15053,mp-1101055,,,
15054,mp-30902,,,
15055,mp-1180275,,,
15056,mp-685069,,,
15057,mp-555132,,,
15058,mp-769119,,,
15059,mp-626104,,,
15060,mp-569275,,,
15061,mp-1018059,,,
15062,mp-6419,,,
15063,mp-558943,,,
15064,mp-1218707,,,
15065,mp-28257,,,
15066,mp-28568,,,
15067,mp-4287,,,
15068,mp-20486,,,
15069,mp-1226508,,,
15070,mp-1190670,,,
15071,mp-21082,,,
15072,mp-16801,,,
15073,mp-1009596,,,
15074,mp-10751,,,
15075,mp-1079823,,,
15076,mp-13765,,,
15077,mp-1225265,,,
15078,mp-540915,,,
15079,mp-27363,,,
15080,mp-999336,,,
15081,mp-1189414,,,
15082,mp-1104526,,,
15083,mp-21870,,,
15084,mp-9439,,,
15085,mp-675076,,,
